month,day,weekday,hr,min,lat,lng,act,ratio,sbi,tot,title,act_title
10,15,7,23,40,25.02605,121.5436,1,0.071429,2,28,20231015_500101001_23:40,20231015_500101001_23:40
10,15,7,23,40,25.02565,121.54357,1,0.0,0,21,20231015_500101002_23:40,20231015_500101002_23:40
10,15,7,23,40,25.02429,121.54124,1,0.8125,13,16,20231015_500101003_23:40,20231015_500101003_23:40
10,15,7,23,40,25.02351,121.54282,1,0.909091,10,11,20231015_500101004_23:40,20231015_500101004_23:40
10,15,7,23,40,25.02153,121.54299,1,0.0,0,16,20231015_500101005_23:40,20231015_500101005_23:40
10,15,7,23,40,25.02429,121.54328,1,0.090909,1,11,20231015_500101006_23:40,20231015_500101006_23:40
10,15,7,23,40,25.02253,121.54326,1,0.454545,5,11,20231015_500101007_23:40,20231015_500101007_23:40
10,15,7,23,40,25.02112,121.53407,1,0.352941,6,17,20231015_500101008_23:40,20231015_500101008_23:40
10,15,7,23,40,25.01976,121.53384,1,0.0625,1,16,20231015_500101009_23:40,20231015_500101009_23:40
10,15,7,23,40,25.01894,121.53361,1,0.0,0,20,20231015_500101010_23:40,20231015_500101010_23:40
10,15,7,23,40,25.02543,121.54332,1,0.555556,5,9,20231015_500101013_23:40,20231015_500101013_23:40
10,15,7,23,40,25.01717,121.53202,1,0.545455,6,11,20231015_500101014_23:40,20231015_500101014_23:40
10,15,7,23,40,25.020348,121.546446,1,0.642857,9,14,20231015_500101015_23:40,20231015_500101015_23:40
10,15,7,23,40,25.01895,121.53156,1,0.8,4,5,20231015_500101018_23:40,20231015_500101018_23:40
10,15,7,23,40,25.024461,121.546705,1,1.0,15,15,20231015_500101019_23:40,20231015_500101019_23:40
10,15,7,23,40,25.02093,121.5331,0,0.0,0,5,20231015_500101020_23:40,20231015_500101020_23:40
10,15,7,23,40,25.01385,121.53549,1,0.142857,1,7,20231015_500101021_23:40,20231015_500101021_23:40
10,15,7,23,40,25.01491,121.53438,1,0.010101,1,99,20231015_500101022_23:40,20231015_500101022_23:40
10,15,7,23,40,25.01244,121.53661,1,0.04,1,25,20231015_500101023_23:40,20231015_500101023_23:40
10,15,7,23,40,25.01451,121.54142,1,0.133333,4,30,20231015_500101024_23:40,20231015_500101024_23:40
10,15,7,23,40,25.01295,121.53973,1,0.30303,30,99,20231015_500101025_23:40,20231015_500101025_23:40
10,15,7,23,40,25.01137,121.54062,1,1.0,15,15,20231015_500101026_23:40,20231015_500101026_23:40
10,15,7,23,40,25.01182,121.54165,1,0.641026,25,39,20231015_500101027_23:40,20231015_500101027_23:40
10,15,7,23,40,25.01426,121.54382,1,0.8,16,20,20231015_500101028_23:40,20231015_500101028_23:40
10,15,7,23,40,25.01234,121.54503,1,0.466667,7,15,20231015_500101029_23:40,20231015_500101029_23:40
10,15,7,23,40,25.0136,121.54656,1,0.147059,5,34,20231015_500101030_23:40,20231015_500101030_23:40
10,15,7,23,40,25.01537,121.54698,1,0.6,12,20,20231015_500101031_23:40,20231015_500101031_23:40
10,15,7,23,40,25.01637,121.54535,1,0.983607,60,61,20231015_500101032_23:40,20231015_500101032_23:40
10,15,7,23,40,25.01664,121.5452,1,0.673913,31,46,20231015_500101033_23:40,20231015_500101033_23:40
10,15,7,23,40,25.01576,121.54291,1,0.222222,4,18,20231015_500101034_23:40,20231015_500101034_23:40
10,15,7,23,40,25.01787,121.5476,1,0.041667,1,24,20231015_500101035_23:40,20231015_500101035_23:40
10,15,7,23,40,25.02032,121.54497,1,0.0,0,20,20231015_500101036_23:40,20231015_500101036_23:40
10,15,7,23,40,25.02076,121.54432,1,0.4,8,20,20231015_500101037_23:40,20231015_500101037_23:40
10,15,7,23,40,25.02101,121.54284,1,0.0,0,27,20231015_500101038_23:40,20231015_500101038_23:40
10,15,7,23,40,25.02104,121.54081,1,0.25,7,28,20231015_500101039_23:40,20231015_500101039_23:40
10,15,7,23,40,25.0222,121.53626,1,0.08,2,25,20231015_500101040_23:40,20231015_500101040_23:40
10,15,7,23,40,25.02218,121.53474,1,0.268293,11,41,20231015_500101041_23:40,20231015_500101041_23:40
10,15,7,23,40,25.01727,121.54471,1,1.0,15,15,20231015_500101042_23:40,20231015_500101042_23:40
10,15,7,23,40,25.022864,121.546622,1,0.76,19,25,20231015_500101091_23:40,20231015_500101091_23:40
10,15,7,23,40,25.021641,121.54704,1,1.0,13,13,20231015_500101092_23:40,20231015_500101092_23:40
10,15,7,23,40,25.021469,121.544069,1,0.066667,1,15,20231015_500101093_23:40,20231015_500101093_23:40
10,15,7,23,40,25.02193,121.53165,1,1.0,20,20,20231015_500101094_23:40,20231015_500101094_23:40
10,15,7,23,40,25.02657,121.53515,1,0.236842,9,38,20231015_500101114_23:40,20231015_500101114_23:40
10,15,7,23,40,25.02606,121.53738,1,0.44,22,50,20231015_500101115_23:40,20231015_500101115_23:40
10,15,7,23,40,25.02215,121.54839,1,0.310345,9,29,20231015_500101123_23:40,20231015_500101123_23:40
10,15,7,23,40,25.02469,121.54459,1,0.021739,1,46,20231015_500101166_23:40,20231015_500101166_23:40
10,15,7,23,40,25.02575,121.5377,1,0.176471,3,17,20231015_500101175_23:40,20231015_500101175_23:40
10,15,7,23,40,25.01223,121.54788,1,0.5,8,16,20231015_500101176_23:40,20231015_500101176_23:40
10,15,7,23,40,25.01551,121.53374,1,0.022222,2,90,20231015_500101181_23:40,20231015_500101181_23:40
10,15,7,23,40,25.01744,121.53334,1,0.133333,2,15,20231015_500101184_23:40,20231015_500101184_23:40
10,15,7,23,40,25.02267,121.5341,1,0.916667,11,12,20231015_500101185_23:40,20231015_500101185_23:40
10,15,7,23,40,25.01727,121.54904,1,0.631579,12,19,20231015_500101188_23:40,20231015_500101188_23:40
10,15,7,23,40,25.02039,121.54853,1,0.875,14,16,20231015_500101189_23:40,20231015_500101189_23:40
10,15,7,23,40,25.02347,121.54108,1,1.0,26,26,20231015_500101190_23:40,20231015_500101190_23:40
10,15,7,23,40,25.02054,121.54561,1,0.0,0,27,20231015_500101191_23:40,20231015_500101191_23:40
10,15,7,23,40,25.01705,121.54435,1,0.27907,12,43,20231015_500101193_23:40,20231015_500101193_23:40
10,15,7,23,40,25.02598,121.53454,1,0.923077,12,13,20231015_500101199_23:40,20231015_500101199_23:40
10,15,7,23,40,25.02101,121.54153,1,0.0,0,40,20231015_500101209_23:40,20231015_500101209_23:40
10,15,7,23,40,25.02268,121.53608,1,0.958333,23,24,20231015_500101216_23:40,20231015_500101216_23:40
10,15,7,23,40,25.01027,121.53998,1,0.357143,5,14,20231015_500101219_23:40,20231015_500101219_23:40
10,15,7,23,40,25.01076,121.53637,1,0.2,3,15,20231015_500105066_23:40,20231015_500105066_23:40
10,15,7,23,40,25.014697,121.531908,1,0.1,2,20,20231015_500106002_23:40,20231015_500106002_23:40
10,15,7,23,40,25.014529,121.534374,1,0.0,0,12,20231015_500106003_23:40,20231015_500106003_23:40
10,15,7,23,40,25.015069,121.533828,1,0.083333,1,12,20231015_500106004_23:40,20231015_500106004_23:40
10,15,7,23,40,25.01729,121.54531,1,0.97619,41,42,20231015_500119043_23:40,20231015_500119043_23:40
10,15,7,23,40,25.01408,121.53759,1,0.0,0,23,20231015_500119044_23:40,20231015_500119044_23:40
10,15,7,23,40,25.01839,121.53404,1,0.0,0,45,20231015_500119045_23:40,20231015_500119045_23:40
10,15,7,23,40,25.01355,121.53673,1,0.3,12,40,20231015_500119046_23:40,20231015_500119046_23:40
10,15,7,23,40,25.01761,121.53844,1,0.0,0,30,20231015_500119047_23:40,20231015_500119047_23:40
10,15,7,23,40,25.01547,121.53436,1,0.037736,2,53,20231015_500119048_23:40,20231015_500119048_23:40
10,15,7,23,40,25.01937,121.53902,1,0.048387,3,62,20231015_500119049_23:40,20231015_500119049_23:40
10,15,7,23,40,25.01846,121.5376,1,0.0,0,31,20231015_500119050_23:40,20231015_500119050_23:40
10,15,7,23,40,25.01616,121.54251,1,0.185185,5,27,20231015_500119051_23:40,20231015_500119051_23:40
10,15,7,23,40,25.01857,121.54059,1,0.153846,4,26,20231015_500119052_23:40,20231015_500119052_23:40
10,15,7,23,40,25.02108,121.53783,1,0.315789,6,19,20231015_500119053_23:40,20231015_500119053_23:40
10,15,7,23,40,25.01941,121.5404,1,0.566667,17,30,20231015_500119054_23:40,20231015_500119054_23:40
10,15,7,23,40,25.01793,121.53585,1,0.321429,9,28,20231015_500119055_23:40,20231015_500119055_23:40
10,15,7,23,40,25.01627,121.53535,1,0.3,3,10,20231015_500119056_23:40,20231015_500119056_23:40
10,15,7,23,40,25.01666,121.53718,1,0.0,0,20,20231015_500119057_23:40,20231015_500119057_23:40
10,15,7,23,40,25.0198,121.53583,1,0.0,0,33,20231015_500119058_23:40,20231015_500119058_23:40
10,15,7,23,40,25.01595,121.53791,1,0.0,0,20,20231015_500119059_23:40,20231015_500119059_23:40
10,15,7,23,40,25.01566,121.53786,1,0.0,0,12,20231015_500119060_23:40,20231015_500119060_23:40
10,15,7,23,40,25.01511,121.53786,1,0.0,0,27,20231015_500119061_23:40,20231015_500119061_23:40
10,15,7,23,40,25.01345,121.53798,1,0.0,0,12,20231015_500119062_23:40,20231015_500119062_23:40
10,15,7,23,40,25.01603,121.53635,1,0.0,0,27,20231015_500119063_23:40,20231015_500119063_23:40
10,15,7,23,40,25.01754,121.54398,1,0.0,0,28,20231015_500119064_23:40,20231015_500119064_23:40
10,15,7,23,40,25.01699,121.53574,1,0.0,0,10,20231015_500119065_23:40,20231015_500119065_23:40
10,15,7,23,40,25.02157,121.53633,1,0.25,5,20,20231015_500119066_23:40,20231015_500119066_23:40
10,15,7,23,40,25.02053,121.54145,1,0.02381,1,42,20231015_500119067_23:40,20231015_500119067_23:40
10,15,7,23,40,25.01987,121.54175,1,0.179487,7,39,20231015_500119068_23:40,20231015_500119068_23:40
10,15,7,23,40,25.02074,121.53906,1,0.2,2,10,20231015_500119069_23:40,20231015_500119069_23:40
10,15,7,23,40,25.01561,121.53583,1,0.166667,8,48,20231015_500119070_23:40,20231015_500119070_23:40
10,15,7,23,40,25.02036,121.53992,1,0.0,0,34,20231015_500119071_23:40,20231015_500119071_23:40
10,15,7,23,40,25.01881,121.53868,1,0.666667,8,12,20231015_500119072_23:40,20231015_500119072_23:40
10,15,7,23,40,25.01548,121.53825,1,0.366667,11,30,20231015_500119074_23:40,20231015_500119074_23:40
10,15,7,23,40,25.01761,121.53995,1,0.2,8,40,20231015_500119075_23:40,20231015_500119075_23:40
10,15,7,23,40,25.01922,121.54195,1,0.0,0,22,20231015_500119076_23:40,20231015_500119076_23:40
10,15,7,23,40,25.0189,121.536,1,0.160714,9,56,20231015_500119077_23:40,20231015_500119077_23:40
10,15,7,23,40,25.01704,121.53888,1,0.4,4,10,20231015_500119078_23:40,20231015_500119078_23:40
10,15,7,23,40,25.01698,121.53455,1,0.789474,15,19,20231015_500119079_23:40,20231015_500119079_23:40
10,15,7,23,40,25.01539,121.53686,1,0.0,0,10,20231015_500119080_23:40,20231015_500119080_23:40
10,15,7,23,40,25.01337,121.53909,1,0.0,0,11,20231015_500119081_23:40,20231015_500119081_23:40
10,15,7,23,40,25.01703,121.53781,1,0.5,5,10,20231015_500119082_23:40,20231015_500119082_23:40
10,15,7,23,40,25.0196,121.53846,1,0.444444,8,18,20231015_500119083_23:40,20231015_500119083_23:40
10,15,7,23,40,25.019,121.54305,1,0.0,0,10,20231015_500119084_23:40,20231015_500119084_23:40
10,15,7,23,40,25.01857,121.54247,1,0.0,0,14,20231015_500119085_23:40,20231015_500119085_23:40
10,15,7,23,40,25.01804,121.53928,1,0.0,0,25,20231015_500119086_23:40,20231015_500119086_23:40
10,15,7,23,40,25.0169,121.54031,1,0.0,0,30,20231015_500119087_23:40,20231015_500119087_23:40
10,15,7,23,40,25.01995,121.54347,1,0.3,6,20,20231015_500119088_23:40,20231015_500119088_23:40
10,15,7,23,40,25.01791,121.54242,1,0.583333,14,24,20231015_500119089_23:40,20231015_500119089_23:40
10,15,7,23,40,25.02112,121.53591,1,0.025,1,40,20231015_500119090_23:40,20231015_500119090_23:40
10,15,7,23,40,25.01816,121.54469,1,0.611111,11,18,20231015_500119091_23:40,20231015_500119091_23:40
